Date	Channel1	Channel2	Channel3
2018-10-04 01:55:24	0.21070	0.18480	0.17050
2018-10-04 01:55:34	0.21020	0.18480	0.17040
2018-10-04 01:55:44	0.21060	0.18480	0.17040
2018-10-04 01:55:54	0.21030	0.18480	0.17030
2018-10-04 01:56:04	0.21010	0.18480	0.17030
2018-10-04 01:56:14	0.21070	0.18480	0.17030
2018-10-04 01:56:24	0.21010	0.18480	0.17040
2018-10-04 01:56:34	0.21040	0.18480	0.17030
2018-10-04 01:56:45	0.21030	0.18480	0.17020
2018-10-04 01:56:55	0.21020	0.18480	0.17010
2018-10-04 01:57:05	0.21000	0.18480	0.17000
2018-10-04 01:57:15	0.21020	0.18480	0.16990
2018-10-04 01:57:25	0.21000	0.18480	0.16990
2018-10-04 01:57:35	0.21030	0.18480	0.16980
2018-10-04 01:57:45	0.21010	0.18480	0.16980
2018-10-04 01:57:55	0.21020	0.18480	0.16980
2018-10-04 01:58:05	0.20980	0.18480	0.16970
2018-10-04 01:58:15	0.21010	0.18480	0.16970
2018-10-04 01:58:25	0.20990	0.18480	0.16970
2018-10-04 01:58:35	0.21020	0.18480	0.16980
2018-10-04 01:58:45	0.20990	0.18480	0.16970
2018-10-04 01:58:55	0.21010	0.18470	0.16980
2018-10-04 01:59:05	0.20990	0.18480	0.16970
2018-10-04 01:59:15	0.20990	0.18480	0.16970
2018-10-04 01:59:26	0.20980	0.18470	0.16980
2018-10-04 01:59:36	0.20960	0.18470	0.16980
2018-10-04 01:59:46	0.20990	0.18480	0.16970
2018-10-04 01:59:56	0.20960	0.18480	0.16970
2018-10-04 02:00:06	0.20990	0.18480	0.16980
2018-10-04 02:00:16	0.20950	0.18480	0.16980
2018-10-04 02:00:26	0.20970	0.18480	0.16980
2018-10-04 02:00:36	0.20940	0.18480	0.16980
2018-10-04 02:00:46	0.20960	0.18480	0.16990
2018-10-04 02:00:56	0.20950	0.18480	0.16990
2018-10-04 02:01:06	0.20940	0.18480	0.16980
2018-10-04 02:01:16	0.20920	0.18480	0.16980
2018-10-04 02:01:26	0.20940	0.18480	0.16980
2018-10-04 02:01:36	0.20930	0.18480	0.16980
2018-10-04 02:01:46	0.20950	0.18480	0.16990
2018-10-04 02:01:56	0.20930	0.18480	0.16980
2018-10-04 02:02:07	0.20920	0.18480	0.16970
2018-10-04 02:02:17	0.20950	0.18480	0.16970
2018-10-04 02:02:27	0.20920	0.18480	0.16960
2018-10-04 02:02:37	0.20930	0.18480	0.16960
2018-10-04 02:02:47	0.20910	0.18480	0.16950
2018-10-04 02:02:57	0.20910	0.18480	0.16960
2018-10-04 02:03:07	0.20900	0.18480	0.16950
2018-10-04 02:03:17	0.20910	0.18480	0.16940
2018-10-04 02:03:27	0.20900	0.18480	0.16930
2018-10-04 02:03:37	0.20900	0.18480	0.16920
2018-10-04 02:03:47	0.20890	0.18480	0.16910
2018-10-04 02:03:57	0.20890	0.18480	0.16900
2018-10-04 02:04:07	0.20890	0.18480	0.16900
2018-10-04 02:04:17	0.20900	0.18480	0.16900
2018-10-04 02:04:27	0.20880	0.18480	0.16900
2018-10-04 02:04:37	0.20900	0.18480	0.16900
2018-10-04 02:04:48	0.20870	0.18480	0.16900
2018-10-04 02:04:58	0.20860	0.18480	0.16900
2018-10-04 02:05:08	0.20890	0.18480	0.16910
2018-10-04 02:05:18	0.20870	0.18480	0.16900
2018-10-04 02:05:28	0.20880	0.18480	0.16900
2018-10-04 02:05:38	0.20870	0.18480	0.16900
2018-10-04 02:05:48	0.20860	0.18480	0.16900
2018-10-04 02:05:58	0.20870	0.18480	0.16910
2018-10-04 02:06:08	0.20860	0.18480	0.16900
2018-10-04 02:06:18	0.20850	0.18480	0.16910
2018-10-04 02:06:28	0.20840	0.18480	0.16910
2018-10-04 02:06:38	0.20840	0.18480	0.16910
2018-10-04 02:06:48	0.20830	0.18480	0.16920
2018-10-04 02:06:58	0.20850	0.18480	0.16910
2018-10-04 02:07:08	0.20840	0.18480	0.16910
2018-10-04 02:07:18	0.20830	0.18480	0.16900
2018-10-04 02:07:29	0.20830	0.18480	0.16890
2018-10-04 02:07:39	0.20840	0.18480	0.16880
2018-10-04 02:07:49	0.20830	0.18480	0.16870
2018-10-04 02:07:59	0.20800	0.18480	0.16860
2018-10-04 02:08:09	0.20830	0.18480	0.16860
2018-10-04 02:08:19	0.20810	0.18480	0.16840
2018-10-04 02:08:29	0.20830	0.18480	0.16840
2018-10-04 02:08:39	0.20830	0.18480	0.16840
2018-10-04 02:08:49	0.20810	0.18480	0.16840
2018-10-04 02:08:59	0.20820	0.18480	0.16840
2018-10-04 02:09:09	0.20820	0.18480	0.16830
2018-10-04 02:09:19	0.20800	0.18480	0.16820
2018-10-04 02:09:29	0.20800	0.18480	0.16810
2018-10-04 02:09:39	0.20790	0.18480	0.16790
2018-10-04 02:09:49	0.20800	0.18480	0.16780
2018-10-04 02:09:59	0.20780	0.18480	0.16780
